Name,Age,Occupation,PAN_Card,Aadhar_Card,Bank_Account_No,Marital_Status,Children (Yes/No),Reported_Income,Interest_Income,Business_Income,Capital_Gains,Other_Income,Educational_Expenses,Healthcare_Costs,Lifestyle_Expenditure,Other_Expenses,Bank_Debited,Credit_Card_Debited,Actual_Income
Name4245,99,Salaried,PAN4245X,Aadhar4245,BankAcc4245,Single,No,796415,0,0,39821,0,63713,55749,95570,79642,39821,23892,908627
Name4246,35,Self-employed,PAN4246X,Aadhar4246,BankAcc4246,Married,No,1433445,0,286689,71672,215017,114676,100341,172013,143344,71672,43003,1545657
Name4247,100,Self-employed,PAN4247X,Aadhar4247,BankAcc4247,Married,Yes,633151,63315,0,31658,0,50652,44321,75978,63315,0,18995,745363
Name4248,70,Self-employed,PAN4248X,Aadhar4248,BankAcc4248,Single,No,140388,14039,28078,7019,21058,0,9827,16847,14039,7019,4212,252600
Name4249,23,Self-employed,PAN4249X,Aadhar4249,BankAcc4249,Married,Yes,1607043,160704,321409,80352,0,128563,112493,192845,160704,0,48211,1719255
Name4250,57,Business,PAN4250X,Aadhar4250,BankAcc4250,Single,Yes,1014487,0,0,50724,152173,0,71014,121738,101449,50724,30435,1126699
Name4251,20,Salaried,PAN4251X,Aadhar4251,BankAcc4251,Single,Yes,1670647,0,334129,83532,250597,133652,116945,200478,167065,83532,50119,1782859
Name4252,43,Salaried,PAN4252X,Aadhar4252,BankAcc4252,Single,No,1377319,137732,0,0,206598,110186,96412,0,137732,68866,41320,1489531
Name4253,55,Salaried,PAN4253X,Aadhar4253,BankAcc4253,Married,Yes,1251182,125118,0,0,187677,0,87583,150142,125118,0,0,1363394
Name4254,65,Self-employed,PAN4254X,Aadhar4254,BankAcc4254,Married,No,422434,0,84487,21122,0,0,29570,50692,42243,21122,12673,534646
Name4255,52,Business,PAN4255X,Aadhar4255,BankAcc4255,Married,No,1417770,0,0,70888,212666,113422,99244,170132,141777,70888,42533,1529982
Name4256,21,Business,PAN4256X,Aadhar4256,BankAcc4256,Married,No,1798843,179884,359769,0,269826,143907,0,215861,0,89942,53965,1911055
Name4257,34,Self-employed,PAN4257X,Aadhar4257,BankAcc4257,Single,No,211777,21178,42355,0,0,16942,14824,25413,21178,10589,6353,323989
Name4258,89,Business,PAN4258X,Aadhar4258,BankAcc4258,Married,Yes,640502,64050,128100,0,96075,51240,44835,76860,0,32025,19215,752714
Name4259,99,Business,PAN4259X,Aadhar4259,BankAcc4259,Single,No,364085,36408,72817,0,54613,29127,25486,0,36408,18204,10923,476297
Name4260,36,Business,PAN4260X,Aadhar4260,BankAcc4260,Married,No,594843,0,118969,29742,89226,47587,41639,0,59484,29742,17845,707055
Name4261,57,Business,PAN4261X,Aadhar4261,BankAcc4261,Single,No,211131,21113,42226,10557,0,16890,14779,0,21113,10557,6334,323343
Name4262,85,Business,PAN4262X,Aadhar4262,BankAcc4262,Married,No,610003,61000,0,30500,91500,48800,42700,73200,0,30500,18300,722215
Name4263,51,Business,PAN4263X,Aadhar4263,BankAcc4263,Single,No,316751,31675,0,15838,47513,25340,22173,38010,0,15838,9503,428963
Name4264,54,Self-employed,PAN4264X,Aadhar4264,BankAcc4264,Single,Yes,361709,0,72342,18085,54256,0,25320,43405,0,18085,10851,473921
Name4265,92,Business,PAN4265X,Aadhar4265,BankAcc4265,Single,No,1924184,192418,384837,96209,0,153935,0,230902,192418,96209,57726,2036396
Name4266,22,Business,PAN4266X,Aadhar4266,BankAcc4266,Married,Yes,492607,49261,98521,24630,73891,0,34482,59113,49261,24630,14778,604819
Name4267,40,Self-employed,PAN4267X,Aadhar4267,BankAcc4267,Single,No,1217417,121742,243483,60871,182613,97393,85219,0,121742,60871,36523,1329629
Name4268,60,Salaried,PAN4268X,Aadhar4268,BankAcc4268,Single,Yes,1518940,151894,303788,75947,227841,0,106326,182273,0,75947,45568,1631152
Name4269,53,Salaried,PAN4269X,Aadhar4269,BankAcc4269,Single,No,1370998,137100,274200,68550,205650,109680,95970,164520,0,68550,41130,1483210
Name4270,58,Business,PAN4270X,Aadhar4270,BankAcc4270,Married,No,1969613,196961,0,98481,0,157569,137873,236354,196961,98481,59088,2081825
Name4271,81,Business,PAN4271X,Aadhar4271,BankAcc4271,Single,No,138674,13867,0,0,20801,11094,9707,16641,0,6934,4160,250886
Name4272,50,Self-employed,PAN4272X,Aadhar4272,BankAcc4272,Single,No,1372697,137270,274539,0,205905,0,96089,164724,137270,68635,41181,1484909
Name4273,63,Business,PAN4273X,Aadhar4273,BankAcc4273,Married,Yes,1981123,198112,0,99056,297168,158490,138679,237735,198112,99056,59434,2093335
Name4274,57,Self-employed,PAN4274X,Aadhar4274,BankAcc4274,Single,Yes,549670,54967,109934,27484,82450,43974,38477,65960,54967,27484,16490,661882
Name4275,26,Business,PAN4275X,Aadhar4275,BankAcc4275,Single,Yes,1853485,0,370697,0,278023,148279,129744,0,185348,92674,55605,1965697
Name4276,96,Business,PAN4276X,Aadhar4276,BankAcc4276,Single,No,307067,30707,61413,0,0,0,21495,36848,30707,15353,9212,419279
Name4277,24,Self-employed,PAN4277X,Aadhar4277,BankAcc4277,Married,No,25816,2582,5163,0,3872,2065,1807,0,2582,1291,774,138028
Name4278,91,Salaried,PAN4278X,Aadhar4278,BankAcc4278,Single,Yes,115237,11524,0,5762,17286,9219,8067,13828,0,5762,3457,227449
Name4279,71,Business,PAN4279X,Aadhar4279,BankAcc4279,Married,No,946707,94671,0,0,0,0,66269,0,94671,47335,28401,1058919
Name4280,25,Salaried,PAN4280X,Aadhar4280,BankAcc4280,Single,No,1004881,100488,0,50244,150732,80390,70342,120586,0,50244,30146,1117093
Name4281,26,Business,PAN4281X,Aadhar4281,BankAcc4281,Married,No,769189,76919,153838,38459,115378,61535,53843,0,0,38459,23076,881401
Name4282,70,Salaried,PAN4282X,Aadhar4282,BankAcc4282,Single,Yes,1203432,120343,240686,60172,180515,96275,84240,0,0,60172,36103,1315644
Name4283,96,Business,PAN4283X,Aadhar4283,BankAcc4283,Single,No,1425905,142590,0,0,213886,114072,99813,0,142590,71295,42777,1538117
Name4284,47,Salaried,PAN4284X,Aadhar4284,BankAcc4284,Single,No,935103,93510,187021,0,140265,0,65457,112212,93510,0,28053,1047315
Name4285,95,Business,PAN4285X,Aadhar4285,BankAcc4285,Married,No,511637,51164,0,0,76746,40931,35815,61396,51164,25582,15349,623849
Name4286,70,Salaried,PAN4286X,Aadhar4286,BankAcc4286,Single,No,1198760,119876,0,59938,0,95901,83913,143851,0,59938,35963,1310972
Name4287,33,Self-employed,PAN4287X,Aadhar4287,BankAcc4287,Married,No,398979,39898,79796,19949,0,31918,27929,47877,39898,19949,11969,511191
Name4288,51,Business,PAN4288X,Aadhar4288,BankAcc4288,Single,Yes,1493928,149393,0,74696,224089,119514,104575,179271,149393,74696,44818,1606140
Name4289,86,Business,PAN4289X,Aadhar4289,BankAcc4289,Married,No,488962,0,97792,0,0,39117,34227,58675,0,24448,14669,601174
Name4290,48,Business,PAN4290X,Aadhar4290,BankAcc4290,Single,Yes,470920,0,94184,0,70638,37674,32964,56510,47092,23546,14128,583132
Name4291,85,Business,PAN4291X,Aadhar4291,BankAcc4291,Single,Yes,1678542,167854,335708,83927,251781,134283,117498,201425,167854,83927,50356,1790754
Name4292,24,Salaried,PAN4292X,Aadhar4292,BankAcc4292,Single,No,232843,23284,46569,11642,0,18627,0,27941,0,11642,6985,345055
Name4293,87,Self-employed,PAN4293X,Aadhar4293,BankAcc4293,Single,No,365150,36515,73030,18258,0,29212,25561,0,36515,,10954,477362
Name4294,28,Business,PAN4294X,Aadhar4294,BankAcc4294,Single,Yes,1740660,174066,348132,87033,261099,139253,121846,208879,0,,52220,1852872
Name4295,31,Salaried,PAN4295X,Aadhar4295,BankAcc4295,Married,Yes,1442557,144256,288511,0,216384,115405,100979,0,144256,0,43277,1554769
Name4296,92,Business,PAN4296X,Aadhar4296,BankAcc4296,Single,No,920908,92091,184182,46045,138136,73673,64464,110509,92091,0,27627,1033120
Name4297,89,Self-employed,PAN4297X,Aadhar4297,BankAcc4297,Single,Yes,1561500,156150,0,0,234225,124920,109305,187380,156150,78075,46845,1673712
Name4298,20,Salaried,PAN4298X,Aadhar4298,BankAcc4298,Married,Yes,303120,0,0,15156,45468,24250,21218,36374,30312,15156,9094,415332
Name4299,66,Salaried,PAN4299X,Aadhar4299,BankAcc4299,Married,Yes,1657757,165776,331551,82888,248664,132621,116043,198931,165776,82888,0,1769969
Name4300,49,Business,PAN4300X,Aadhar4300,BankAcc4300,Single,Yes,1409252,0,281850,0,211388,112740,98648,169110,140925,70463,42278,1521464
Name4301,70,Self-employed,PAN4301X,Aadhar4301,BankAcc4301,Single,No,159057,15906,31811,7953,0,0,11134,19087,15906,7953,4772,271269
Name4302,63,Salaried,PAN4302X,Aadhar4302,BankAcc4302,Married,No,1968420,0,393684,0,295263,157474,137789,236210,0,98421,59053,2080632
Name4303,31,Self-employed,PAN4303X,Aadhar4303,BankAcc4303,Married,Yes,724287,72429,144857,36214,0,0,50700,86914,72429,36214,21729,836499
Name4304,61,Business,PAN4304X,Aadhar4304,BankAcc4304,Single,No,726184,72618,0,0,108928,58095,50833,87142,72618,36309,21786,838396
Name4305,53,Self-employed,PAN4305X,Aadhar4305,BankAcc4305,Married,Yes,293775,29378,58755,14689,44066,0,20564,35253,0,14689,8813,405987
Name4306,48,Business,PAN4306X,Aadhar4306,BankAcc4306,Single,No,1611783,161178,322357,0,241767,128943,112825,193414,161178,80589,48353,1723995
Name4307,54,Self-employed,PAN4307X,Aadhar4307,BankAcc4307,Married,No,1054763,105476,0,52738,158214,0,73833,126572,105476,52738,31643,1166975
Name4308,61,Self-employed,PAN4308X,Aadhar4308,BankAcc4308,Single,No,1426664,142666,0,0,214000,114133,99866,171200,142666,,42800,1538876
Name4309,68,Self-employed,PAN4309X,Aadhar4309,BankAcc4309,Married,Yes,858575,0,171715,0,128786,68686,60100,0,0,42929,25757,970787
Name4310,20,Business,PAN4310X,Aadhar4310,BankAcc4310,Single,No,903866,90387,180773,45193,135580,0,63271,108464,90387,45193,27116,1016078
Name4311,67,Self-employed,PAN4311X,Aadhar4311,BankAcc4311,Single,No,1231616,123162,246323,61581,184742,0,86213,0,0,61581,36948,1343828
Name4312,93,Self-employed,PAN4312X,Aadhar4312,BankAcc4312,Married,Yes,1859138,185914,0,92957,278871,148731,0,223097,185914,0,55774,1971350
Name4313,36,Business,PAN4313X,Aadhar4313,BankAcc4313,Single,Yes,537182,0,0,26859,0,0,0,64462,53718,0,16115,649394
Name4314,80,Salaried,PAN4314X,Aadhar4314,BankAcc4314,Single,No,1332376,0,0,66619,199856,0,93266,159885,133238,66619,39971,1444588
Name4315,75,Business,PAN4315X,Aadhar4315,BankAcc4315,Single,No,411348,41135,0,20567,61702,32908,0,49362,41135,20567,12340,523560
Name4316,40,Self-employed,PAN4316X,Aadhar4316,BankAcc4316,Single,No,1839389,183939,367878,91969,275908,147151,128757,220727,0,0,55182,1951601
Name4317,56,Business,PAN4317X,Aadhar4317,BankAcc4317,Single,No,1692724,169272,338545,0,253909,135418,118491,0,169272,84636,50782,1804936
Name4318,35,Salaried,PAN4318X,Aadhar4318,BankAcc4318,Married,Yes,133523,0,0,0,20028,10682,9347,16023,13352,6676,4006,245735
Name4319,50,Self-employed,PAN4319X,Aadhar4319,BankAcc4319,Single,Yes,1868020,0,373604,0,0,149442,130761,224162,0,93401,56041,1980232
Name4320,33,Self-employed,PAN4320X,Aadhar4320,BankAcc4320,Single,Yes,900890,0,180178,45044,135134,72071,63062,108107,90089,45044,27027,1013102
Name4321,66,Salaried,PAN4321X,Aadhar4321,BankAcc4321,Married,Yes,247733,24773,0,0,37160,0,17341,0,24773,12387,7432,359945
Name4322,56,Business,PAN4322X,Aadhar4322,BankAcc4322,Single,No,1242745,0,0,62137,0,99420,0,149129,124274,62137,37282,1354957
Name4323,49,Self-employed,PAN4323X,Aadhar4323,BankAcc4323,Single,Yes,1457693,145769,291539,72885,0,116615,102039,174923,145769,72885,43731,1569905
Name4324,23,Business,PAN4324X,Aadhar4324,BankAcc4324,Married,Yes,987677,98768,197535,49384,148152,79014,69137,118521,,49384,0,1099889
Name4325,50,Self-employed,PAN4325X,Aadhar4325,BankAcc4325,Single,No,15870,1587,0,794,2380,1270,1111,1904,1587,0,476,128082
Name4326,58,Business,PAN4326X,Aadhar4326,BankAcc4326,Married,Yes,695887,69589,0,34794,104383,55671,48712,83506,69589,34794,20877,808099
Name4327,96,Business,PAN4327X,Aadhar4327,BankAcc4327,Married,Yes,1506622,150662,301324,0,225993,120530,105464,180795,150662,75331,45199,1618834
Name4328,59,Salaried,PAN4328X,Aadhar4328,BankAcc4328,Single,Yes,1836298,183630,367260,91815,275445,146904,128541,220356,183630,91815,55089,1948510
Name4329,81,Self-employed,PAN4329X,Aadhar4329,BankAcc4329,Single,No,925765,92576,185153,0,138865,74061,64804,111092,92576,46288,27773,1037977
Name4330,67,Business,PAN4330X,Aadhar4330,BankAcc4330,Single,No,239055,0,47811,11953,35858,19124,16734,28687,23906,0,7172,351267
Name4331,81,Self-employed,PAN4331X,Aadhar4331,BankAcc4331,Married,Yes,621951,62195,0,31098,93293,49756,0,74634,62195,31098,18659,734163
Name4332,30,Business,PAN4332X,Aadhar4332,BankAcc4332,Single,No,1430256,143026,286051,0,214538,114420,0,171631,143026,71513,42908,1542468
Name4333,51,Business,PAN4333X,Aadhar4333,BankAcc4333,Single,No,1042574,104257,208515,52129,0,0,72980,125109,104257,52129,31277,1154786
Name4334,87,Business,PAN4334X,Aadhar4334,BankAcc4334,Single,Yes,216559,21656,43312,10828,32484,17325,0,25987,21656,10828,6497,328771
Name4335,41,Salaried,PAN4335X,Aadhar4335,BankAcc4335,Single,No,27455,2746,0,1373,0,2196,1922,3295,2746,1373,824,139667
Name4336,73,Salaried,PAN4336X,Aadhar4336,BankAcc4336,Married,No,1602077,160208,320415,0,240312,128166,112145,0,160208,80104,48062,1714289
Name4337,52,Business,PAN4337X,Aadhar4337,BankAcc4337,Single,No,1837371,0,367474,0,275606,146990,128616,220485,183737,91869,55121,1949583
Name4338,89,Self-employed,PAN4338X,Aadhar4338,BankAcc4338,Married,No,753872,75387,150774,0,113081,60310,52771,90465,75387,37694,22616,866084
Name4339,38,Business,PAN4339X,Aadhar4339,BankAcc4339,Single,Yes,1948442,194844,389688,97422,0,155875,136391,233813,194844,97422,58453,2060654
Name4340,25,Salaried,PAN4340X,Aadhar4340,BankAcc4340,Married,No,709739,70974,141948,35487,0,56779,49682,85169,70974,0,0,821951
Name4341,20,Business,PAN4341X,Aadhar4341,BankAcc4341,Married,No,1875314,187531,0,0,281297,150025,131272,225038,187531,93766,56259,1987526
Name4342,57,Business,PAN4342X,Aadhar4342,BankAcc4342,Married,No,924721,92472,184944,46236,138708,73978,64730,110967,92472,46236,27742,1036933
Name4343,62,Salaried,PAN4343X,Aadhar4343,BankAcc4343,Married,No,1311666,131167,0,0,196750,104933,91817,0,131167,65583,39350,1423878
Name4344,73,Self-employed,PAN4344X,Aadhar4344,BankAcc4344,Single,Yes,1125193,112519,225039,56260,168779,90015,78764,135023,0,56260,33756,1237405
Name4345,77,Salaried,PAN4345X,Aadhar4345,BankAcc4345,Married,No,1553878,155388,310776,0,0,124310,108771,186465,,77694,46616,1666090
Name4346,70,Self-employed,PAN4346X,Aadhar4346,BankAcc4346,Married,No,1563903,156390,0,78195,234585,125112,109473,0,156390,78195,46917,1676115
Name4347,67,Self-employed,PAN4347X,Aadhar4347,BankAcc4347,Single,No,935141,93514,0,46757,140271,0,65460,112217,93514,46757,0,1047353
Name4348,24,Self-employed,PAN4348X,Aadhar4348,BankAcc4348,Married,Yes,1085638,108564,0,0,0,86851,75995,130277,108564,54282,32569,1197850
Name4349,88,Self-employed,PAN4349X,Aadhar4349,BankAcc4349,Single,Yes,1495818,149582,0,74791,0,119665,104707,0,149582,74791,44875,1608030
Name4350,79,Business,PAN4350X,Aadhar4350,BankAcc4350,Married,No,1302710,130271,260542,0,195406,0,91190,156325,130271,65136,39081,1414922
Name4351,91,Business,PAN4351X,Aadhar4351,BankAcc4351,Single,No,1855630,0,371126,92782,278344,148450,129894,0,185563,92782,55669,1967842
Name4352,85,Salaried,PAN4352X,Aadhar4352,BankAcc4352,Single,No,323005,32300,0,16150,48451,0,22610,0,32300,16150,9690,435217
Name4353,65,Business,PAN4353X,Aadhar4353,BankAcc4353,Married,No,1519604,151960,303921,0,0,121568,106372,0,151960,75980,45588,1631816
Name4354,79,Salaried,PAN4354X,Aadhar4354,BankAcc4354,Single,No,120032,12003,24006,6002,0,9603,8402,0,12003,6002,3601,232244
Name4355,39,Salaried,PAN4355X,Aadhar4355,BankAcc4355,Single,No,1463996,146400,292799,0,219599,117120,0,175680,146400,73200,43920,1576208
Name4356,79,Self-employed,PAN4356X,Aadhar4356,BankAcc4356,Single,Yes,1596396,0,0,79820,239459,127712,111748,191568,0,79820,47892,1708608
Name4357,95,Self-employed,PAN4357X,Aadhar4357,BankAcc4357,Married,No,364180,36418,72836,0,54627,0,25493,43702,36418,18209,10925,476392
Name4358,56,Business,PAN4358X,Aadhar4358,BankAcc4358,Single,Yes,940812,23520,47041,0,0,18816,16464,28224,0,11760,7056,1053024
Name4359,60,Self-employed,PAN4359X,Aadhar4359,BankAcc4359,Married,Yes,199891,19989,39978,9995,29984,15991,13992,23987,19989,9995,5997,312103
Name4360,33,Salaried,PAN4360X,Aadhar4360,BankAcc4360,Single,Yes,214872,21487,42974,0,32231,17190,15041,0,21487,,6446,327084
Name4361,54,Self-employed,PAN4361X,Aadhar4361,BankAcc4361,Single,Yes,69549,0,13910,3477,10432,0,,8346,6955,3477,2086,181761
Name4362,61,Self-employed,PAN4362X,Aadhar4362,BankAcc4362,Single,No,929059,92906,185812,0,139359,74325,0,111487,92906,46453,27872,1041271
Name4363,59,Salaried,PAN4363X,Aadhar4363,BankAcc4363,Single,No,1821247,0,0,91062,273187,145700,127487,218550,0,91062,54637,1933459
Name4364,23,Salaried,PAN4364X,Aadhar4364,BankAcc4364,Single,Yes,865086,86509,173017,0,0,0,60556,103810,0,43254,25953,977298
Name4365,46,Salaried,PAN4365X,Aadhar4365,BankAcc4365,Married,Yes,1103808,0,220762,55190,165571,88305,77267,132457,0,0,33114,1216020
Name4366,80,Self-employed,PAN4366X,Aadhar4366,BankAcc4366,Single,No,950406,0,190081,0,142561,76032,0,114049,95041,47520,28512,1062618
Name4367,72,Self-employed,PAN4367X,Aadhar4367,BankAcc4367,Single,No,504415,50442,100883,0,0,40353,35309,60530,50442,25221,15132,616627
Name4368,90,Self-employed,PAN4368X,Aadhar4368,BankAcc4368,Single,Yes,1088053,108805,0,0,163208,87044,76164,130566,108805,54403,32642,1200265
Name4369,83,Business,PAN4369X,Aadhar4369,BankAcc4369,Married,Yes,1056590,105659,211318,52830,158488,0,73961,126791,0,52830,0,1168802
Name4370,34,Salaried,PAN4370X,Aadhar4370,BankAcc4370,Single,Yes,1514892,151489,302978,75745,227234,121191,106042,181787,151489,75745,45447,1627104
Name4371,59,Business,PAN4371X,Aadhar4371,BankAcc4371,Married,Yes,1503340,150334,300668,75167,0,120267,105234,180401,150334,75167,45100,1615552
Name4372,64,Self-employed,PAN4372X,Aadhar4372,BankAcc4372,Married,Yes,464334,46433,0,0,69650,37147,32503,55720,0,23217,13930,576546
Name4373,98,Salaried,PAN4373X,Aadhar4373,BankAcc4373,Single,No,676127,67613,0,0,101419,54090,47329,81135,67613,33806,20284,788339
Name4374,45,Business,PAN4374X,Aadhar4374,BankAcc4374,Married,Yes,1604172,160417,0,0,240626,128334,112292,192501,0,80209,48125,1716384
Name4375,99,Self-employed,PAN4375X,Aadhar4375,BankAcc4375,Married,Yes,1024335,102434,204867,51217,153650,81947,71703,122920,102434,51217,30730,1136547
Name4376,21,Business,PAN4376X,Aadhar4376,BankAcc4376,Married,Yes,1279141,127914,255828,63957,191871,102331,89540,153497,127914,63957,38374,1391353
Name4377,97,Business,PAN4377X,Aadhar4377,BankAcc4377,Single,No,51700,5170,0,2585,7755,4136,3619,0,5170,2585,1551,163912
Name4378,38,Business,PAN4378X,Aadhar4378,BankAcc4378,Single,No,1056226,0,211245,0,158434,84498,0,126747,0,52811,31687,1168438
Name4379,50,Self-employed,PAN4379X,Aadhar4379,BankAcc4379,Single,No,205402,20540,41080,10270,30810,16432,14378,24648,0,10270,6162,317614
Name4380,64,Salaried,PAN4380X,Aadhar4380,BankAcc4380,Married,No,764703,76470,152941,38235,114705,61176,53529,0,76470,38235,22941,876915
Name4381,71,Salaried,PAN4381X,Aadhar4381,BankAcc4381,Single,Yes,1219348,0,243870,60967,182902,97548,0,0,0,60967,36580,1331560
Name4382,72,Business,PAN4382X,Aadhar4382,BankAcc4382,Single,No,1095325,109532,0,54766,164299,87626,76673,131439,109532,54766,32860,1207537
Name4383,88,Business,PAN4383X,Aadhar4383,BankAcc4383,Married,Yes,1648295,164830,0,0,247244,131864,0,0,164830,82415,49449,1760507
Name4384,20,Self-employed,PAN4384X,Aadhar4384,BankAcc4384,Single,Yes,1194252,119425,0,59713,0,95540,0,143310,0,59713,35828,1306464
Name4385,62,Business,PAN4385X,Aadhar4385,BankAcc4385,Single,No,1703020,170302,340604,0,255453,136242,119211,204362,0,85151,51091,1815232
Name4386,86,Salaried,PAN4386X,Aadhar4386,BankAcc4386,Single,Yes,1804629,180463,360926,90231,270694,144370,126324,216555,180463,90231,54139,1916841
Name4387,88,Business,PAN4387X,Aadhar4387,BankAcc4387,Single,Yes,981475,0,196295,49074,147221,78518,0,117777,98148,49074,0,1093687
Name4388,72,Business,PAN4388X,Aadhar4388,BankAcc4388,Married,Yes,659072,0,0,0,98861,52726,46135,79089,0,0,19772,771284
Name4389,66,Salaried,PAN4389X,Aadhar4389,BankAcc4389,Single,Yes,1069383,106938,213877,0,0,85551,74857,128326,0,53469,32081,1181595
Name4390,56,Salaried,PAN4390X,Aadhar4390,BankAcc4390,Single,No,968069,96807,193614,48403,145210,77446,67765,116168,96807,48403,29042,1080281
Name4391,26,Self-employed,PAN4391X,Aadhar4391,BankAcc4391,Single,No,1423081,142308,284616,71154,0,113846,99616,170770,142308,71154,42692,1535293
Name4392,90,Salaried,PAN4392X,Aadhar4392,BankAcc4392,Married,Yes,1487750,148775,297550,0,223162,119020,104143,0,148775,74388,44632,1599962
Name4393,63,Business,PAN4393X,Aadhar4393,BankAcc4393,Married,Yes,1465495,146550,293099,73275,219824,117240,102585,0,146550,73275,43965,1577707
Name4394,53,Salaried,PAN4394X,Aadhar4394,BankAcc4394,Single,No,1475464,147546,295093,0,221320,118037,103282,177056,147546,73773,44264,1587676
Name4395,33,Salaried,PAN4395X,Aadhar4395,BankAcc4395,Single,No,1009463,0,201893,50473,0,80757,70662,121136,100946,0,30284,1121675
